clinic_name,site,phone,full_address,city,zip,state,clinic_type,species_treated,species_tag,latitude,longitude,rating,reviews,reviews_link,photo,photo_final,working_hours,working_hours_csv_compatible,working_hours_old_format,other_hours,about,place_id,google_id,slug,listing_tier,lead_email,emergency_status,emergency_auto_tag
Checkout Veterinary,https://www.checkoutvet.com/,+1 608-318-6700,"2710 Prairie Lakes Dr, Sun Prairie, WI 53590",Sun Prairie,53590,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.166668,-89.2661514,4.7,90,"https://search.google.com/local/reviews?placeid=ChIJOfmgp8JXBogRX1Fr7tOGwDs&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipMgE2NgbFbp5QKVaubjmfVIS72rGS8AkSRmSiwD=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMgE2NgbFbp5QKVaubjmfVIS72rGS8AkSRmSiwD=w800-h500-k-no,"{""Friday"":""9AM-5PM"",""Monday"":""9AM-5PM"",""Sunday"":""9AM-2:30PM"",""Tuesday"":""9AM-5PM"",""Saturday"":""9AM-5PM"",""Thursday"":""9AM-5PM"",""Wednesday"":""9AM-6PM""}","Sunday,9AM,2:30PM|Monday,9AM,5PM|Tuesday,9AM,5PM|Wednesday,9AM,6PM|Thursday,9AM,5PM|Friday,9AM,5PM|Saturday,9AM,5PM",Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-6PM|Thursday:9AM-5PM|Friday:9AM-5PM|Saturday:9AM-5PM|Sunday:9AM-2:30PM,,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Other"": {""Identifies as women-owned"": true}}",ChIJOfmgp8JXBogRX1Fr7tOGwDs,0x880657c2a7a0f939:0x3bc086d3ee6b515f,checkout-veterinary,,,General Practice,
City Dog Vet,https://citydogvet.com/,+1 608-383-5963,"1004 E Washington Ave, Madison, WI 53703",Madison,53703,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.083894,-89.3715911,4.7,69,"https://search.google.com/local/reviews?placeid=ChIJwbXjbONTBogR1C0mphZqcL0&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipPfYXwhf3uTlGt22B-eqr5_Q0u0cBP4bxy_-Q3M=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipPfYXwhf3uTlGt22B-eqr5_Q0u0cBP4bxy_-Q3M=w800-h500-k-no,"{""Friday"":""7:30AM-5:30PM"",""Monday"":""7:30AM-5:30PM"",""Sunday"":""Closed"",""Tuesday"":""7:30AM-5:30PM"",""Saturday"":""Closed"",""Thursday"":""7:30AM-5:30PM"",""Wednesday"":""7:30AM-5:30PM""}","Sunday,|Monday,7:30AM,5:30PM|Tuesday,7:30AM,5:30PM|Wednesday,7:30AM,5:30PM|Thursday,7:30AM,5:30PM|Friday,7:30AM,5:30PM|Saturday,",Monday:7:30AM-5:30PM|Tuesday:7:30AM-5:30PM|Wednesday:7:30AM-5:30PM|Thursday:7:30AM-5:30PM|Friday:7:30AM-5:30PM|Saturday:Closed|Sunday:Closed,,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true, ""Assistive hearing loop"": false}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",ChIJwbXjbONTBogR1C0mphZqcL0,0x880653e36ce3b5c1:0xbd706a16a6262dd4,city-dog-vet,,,General Practice,
Citywide Pet Clinic,http://www.citywidepetclinic.com/,+1 608-222-8387,"6009 Monona Dr, Monona, WI 53716",Monona,53716,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.054045,-89.326017,4.6,55,"https://search.google.com/local/reviews?placeid=ChIJSx8uBCtSBogRLUdYqYSL-QA&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipMrZnLT9yMeZIh0Y1YDRIHc_J-6VSbL3iJVAsR5=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMrZnLT9yMeZIh0Y1YDRIHc_J-6VSbL3iJVAsR5=w800-h500-k-no,"{""Friday"":""9AM-5PM"",""Monday"":""9AM-5PM"",""Sunday"":""Closed"",""Tuesday"":""9AM-5PM"",""Saturday"":""Closed"",""Thursday"":""9AM-5PM"",""Wednesday"":""9AM-5PM""}","Sunday,|Monday,9AM,5PM|Tuesday,9AM,5PM|Wednesday,9AM,5PM|Thursday,9AM,5PM|Friday,9AM,5PM|Saturday,",Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-5PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJSx8uBCtSBogRLUdYqYSL-QA,0x8806522b042e1f4b:0xf98b84a958472d,citywide-pet-clinic,,,General Practice,
Community Care Veterinary Clinic,https://www.ccvet.com/,+1 608-819-8420,"2733 Atwood Ave, Madison, WI 53704",Madison,53704,Wisconsin,Low Cost / No Cost,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.093615,-89.3438069,4.6,163,"https://search.google.com/local/reviews?placeid=ChIJizHe9opTBogR6ITYjnV0g7g&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrvESjyCBlurf2z1sFtZzZ6E-Xb7Wl_7e0eM51IbFFpK563VIU3xelIW_JKb6F_dp94kqTCASZTe7qLBsG0_jN0kxlzLFPvbZ-8yso6oW5Ldpia4Rqvi3utOHVEvIUyBNeJg4tXjA=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""8AM-5:30PM"",""Monday"":""8AM-5:30PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-5:30PM"",""Saturday"":""8AM-2PM"",""Thursday"":""8AM-5:30PM"",""Wednesday"":""8AM-5:30PM""}","Sunday,|Monday,8AM,5:30PM|Tuesday,8AM,5:30PM|Wednesday,8AM,5:30PM|Thursday,8AM,5:30PM|Friday,8AM,5:30PM|Saturday,8AM,2PM",Monday:8AM-5:30PM|Tuesday:8AM-5:30PM|Wednesday:8AM-5:30PM|Thursday:8AM-5:30PM|Friday:8AM-5:30PM|Saturday:8AM-2PM|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}}",ChIJizHe9opTBogR6ITYjnV0g7g,0x8806538af6de318b:0xb88374758ed884e8,community-care-veterinary-clinic,,,General Practice,
Companion Animal Hospital,https://www.cahmadison.com/,+1 608-277-8888,"660 S Gammon Rd, Madison, WI 53719",Madison,53719,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.050358,-89.5038852,4.7,393,"https://search.google.com/local/reviews?placeid=ChIJYzeljlCuB4gRBU7wCkqYhyo&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipNt0ksvzD-3p-exAOikiS9SufcrShdTnoRa21fd=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipNt0ksvzD-3p-exAOikiS9SufcrShdTnoRa21fd=w800-h500-k-no,"{""Friday"":""8AM-5PM"",""Monday"":""8AM-5PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-6PM"",""Saturday"":""Closed"",""Thursday"":""8AM-6PM"",""Wednesday"":""8AM-5PM""}","Sunday,|Monday,8AM,5PM|Tuesday,8AM,6PM|Wednesday,8AM,5PM|Thursday,8AM,6PM|Friday,8AM,5PM|Saturday,",Monday:8AM-5PM|Tuesday:8AM-6PM|Wednesday:8AM-5PM|Thursday:8AM-6PM|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",ChIJYzeljlCuB4gRBU7wCkqYhyo,0x8807ae508ea53763:0x2a87984a0af04e05,companion-animal-hospital,,,General Practice,
Country View Veterinary Service,https://countryviewvets.com/,+1 608-835-0551,"1350 S Fish Hatchery Rd, Oregon, WI 53575",Oregon,53575,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",42.928186,-89.4368947,4.6,265,"https://search.google.com/local/reviews?placeid=ChIJa3UMiGK0B4gRuIJOsehQd4I&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4no7NznGHZGqn6JUOYygOhzvREzyfr4oxtFN1adGo3kukLCUbuEHNtMLB5D_bErQTwzGrEjZsGxQswDCCO6ix055xKnPU8x741gM-GkuXOfjEoxhmhL16d9JF7G_B4xgsH3TAg3bnQ=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""7:30AM-6PM"",""Monday"":""7:30AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""7:30AM-6PM"",""Saturday"":""7:30AM-2PM"",""Thursday"":""7:30AM-6PM"",""Wednesday"":""7:30AM-6PM""}","Sunday,|Monday,7:30AM,6PM|Tuesday,7:30AM,6PM|Wednesday,7:30AM,6PM|Thursday,7:30AM,6PM|Friday,7:30AM,6PM|Saturday,7:30AM,2PM",Monday:7:30AM-6PM|Tuesday:7:30AM-6PM|Wednesday:7:30AM-6PM|Thursday:7:30AM-6PM|Friday:7:30AM-6PM|Saturday:7:30AM-2PM|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJa3UMiGK0B4gRuIJOsehQd4I,0x8807b462880c756b:0x827750e8b14e82b8,country-view-veterinary-service,,,General Practice,
Countryside Animal Clinic,http://countrysideanimalclinic.net/,+1 608-249-3232,"5335 Wayne Terrace, Madison, WI 53718",Madison,53718,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.141251,-89.2896223,4.7,246,"https://search.google.com/local/reviews?placeid=ChIJRbECgVFWBogRbClFpdmEsqw&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqKVna3V2OLAgVjLEGRHQ6JY9q76QNwgPLIQsS1dWkzpPFq_gF2PyrlEV6En0cDJ_pyY5VRnh0LejaAZotf0hgp5SXEZAzXG41eqUcU_O4J8_XkkHMQujDKAuCbLVc4IWl3nUV3=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""8AM-5PM"",""Monday"":""8AM-5PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-5PM"",""Saturday"":""Closed"",""Thursday"":""8AM-5PM"",""Wednesday"":""8AM-5PM""}","Sunday,|Monday,8AM,5PM|Tuesday,8AM,5PM|Wednesday,8AM,5PM|Thursday,8AM,5PM|Friday,8AM,5PM|Saturday,",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJRbECgVFWBogRbClFpdmEsqw,0x880656518102b145:0xacb284d9a545296c,countryside-animal-clinic,,,General Practice,
Deer Grove Veterinary Clinic,https://www.deergrovevet.com/,+1 608-839-5323,"535 Southing Grange, Cottage Grove, WI 53527",Cottage Grove,53527,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.086186,-89.2093606,4.8,167,"https://search.google.com/local/reviews?placeid=ChIJjxtbNy1aBogRzgjy8-3gfFI&q=veterinary+care,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipOPI-tztYWxv11d9l4LSoD1kk5eX8x-CcWiSv7D=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOPI-tztYWxv11d9l4LSoD1kk5eX8x-CcWiSv7D=w800-h500-k-no,"{""Friday"":""7:30AM-6PM"",""Monday"":""7:30AM-12PM,1-7PM"",""Sunday"":""Closed"",""Tuesday"":""7:30AM-7PM"",""Saturday"":""Closed"",""Thursday"":""7:30AM-7PM"",""Wednesday"":""7:30AM-6PM""}","Sunday,|Monday,7:30AM,12PM,1,7PM|Tuesday,7:30AM,7PM|Wednesday,7:30AM,6PM|Thursday,7:30AM,7PM|Friday,7:30AM,6PM|Saturday,","Monday:7:30AM-12PM,1-7PM|Tuesday:7:30AM-7PM|Wednesday:7:30AM-6PM|Thursday:7:30AM-7PM|Friday:7:30AM-6PM|Saturday:Closed|Sunday:Closed",,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJjxtbNy1aBogRzgjy8-3gfFI,0x88065a2d375b1b8f:0x527ce0edf3f208ce,deer-grove-veterinary-clinic,,,General Practice,
DeForest Veterinary Clinic,http://www.deforestvetclinic.com/,+1 608-846-3933,"635 Old Indian Trail, DeForest, WI 53532",DeForest,53532,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.252366,-89.3564088,4.8,136,"https://search.google.com/local/reviews?placeid=ChIJhU8mLir8BogRFqtcc8RphM0&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr5FijpRmwKLyXtccynjKyK-VfDQ1Wwf4CkrsfSZd_YhL0EXxxSKrUmCrvfaN2fwehPYRnuOfur3gtQXECybEoVD_rtclkQYXPwIi2fOW5a-YEBMDm949QExOW1zZ4fFe9Gtzyk=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""8AM-5PM"",""Monday"":""8AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-5PM"",""Saturday"":""8AM-12PM"",""Thursday"":""8AM-5PM"",""Wednesday"":""8AM-6PM""}","Sunday,|Monday,8AM,6PM|Tuesday,8AM,5PM|Wednesday,8AM,6PM|Thursday,8AM,5PM|Friday,8AM,5PM|Saturday,8AM,12PM",Monday:8AM-6PM|Tuesday:8AM-5PM|Wednesday:8AM-6PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:8AM-12PM|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJhU8mLir8BogRFqtcc8RphM0,0x8806fc2a2e264f85:0xcd8469c4735cab16,deforest-veterinary-clinic,,,General Practice,
Eastside Veterinary Clinic,https://www.eastsideveterinaryclinic.com/,+1 608-221-3509,"4421 Cottage Grove Rd, Madison, WI 53716",Madison,53716,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.083848,-89.30593,4.7,92,"https://search.google.com/local/reviews?placeid=ChIJqxl_SEZRBogR9xy50nE5x0c&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nog5eBZsT_rNSd6f2kok8h3MPLMgehGdRNQCeX6trYOccLJdI7fu1vs5oOTaqJEsreTo3aDgc8Rn2PXCoaWmZ7k9A4urWcXnLL3K3SMrtfQVrlXju--7xNfjDVThHM2tdlVfsp7sw=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""8AM-5:30PM"",""Monday"":""8AM-5:30PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-7PM"",""Saturday"":""8AM-1PM"",""Thursday"":""8AM-7PM"",""Wednesday"":""8AM-5:30PM""}","Sunday,|Monday,8AM,5:30PM|Tuesday,8AM,7PM|Wednesday,8AM,5:30PM|Thursday,8AM,7PM|Friday,8AM,5:30PM|Saturday,8AM,1PM",Monday:8AM-5:30PM|Tuesday:8AM-7PM|Wednesday:8AM-5:30PM|Thursday:8AM-7PM|Friday:8AM-5:30PM|Saturday:8AM-1PM|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJqxl_SEZRBogR9xy50nE5x0c,0x88065146487f19ab:0x47c73971d2b91cf7,eastside-veterinary-clinic,,,General Practice,
Edinger Surgical Options,https://edingersurgicaloptions.com/?utm_source=gmb,+1 608-845-0002,"1848 Waldorf Blvd, Madison, WI 53719",Madison,53719,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.03174,-89.5268288,4.7,100,"https://search.google.com/local/reviews?placeid=ChIJe2RE6cOvB4gRIgbFXQiHnnQ&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrtNrYVeq56Cv_34pZDoTxESEoZDcl3RVfw8DxyYP-uC-xcgBuTSu3l3dvWzreizJyFyecYMm81TWDG4scR1swdsrJT3y5Ll_tlSPZI2iy9x3tMRhISyXTaBlsFLQFAHSD-BxAt=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""8AM-4PM"",""Monday"":""8AM-5PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-5PM"",""Saturday"":""Closed"",""Thursday"":""8AM-5PM"",""Wednesday"":""8AM-5PM""}","Sunday,|Monday,8AM,5PM|Tuesday,8AM,5PM|Wednesday,8AM,5PM|Thursday,8AM,5PM|Friday,8AM,4PM|Saturday,",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-4PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJe2RE6cOvB4gRIgbFXQiHnnQ,0x8807afc3e944647b:0x749e87085dc50622,edinger-surgical-options,,,General Practice,
Faircrest Veterinary Care,https://www.faircrestvetcare.com/,+1 608-709-1082,"6150 Mineral Point Rd, Madison, WI 53705",Madison,53705,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.061218,-89.486019,5,156,"https://search.google.com/local/reviews?placeid=ChIJcT9WWXqvB4gR8S_35Z124IM&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noN3WPhaAUfv6UjJHjS_5odyNdmjFlRHWaFbG5UzVUp12VCa4SWffBAPdGnab2JhmENpiycaNkXHH5DeAoWx1AjE5RIbcs3TAHPZUkNaKoHaN94hzTe5McpByyDzS7fbd64EQxl3w=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""8AM-5:30PM"",""Monday"":""8AM-5:30PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-5:30PM"",""Saturday"":""Closed"",""Thursday"":""8AM-5:30PM"",""Wednesday"":""8AM-5:30PM""}","Sunday,|Monday,8AM,5:30PM|Tuesday,8AM,5:30PM|Wednesday,8AM,5:30PM|Thursday,8AM,5:30PM|Friday,8AM,5:30PM|Saturday,",Monday:8AM-5:30PM|Tuesday:8AM-5:30PM|Wednesday:8AM-5:30PM|Thursday:8AM-5:30PM|Friday:8AM-5:30PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",ChIJcT9WWXqvB4gR8S_35Z124IM,0x8807af7a59563f71:0x83e0769de5f72ff1,faircrest-veterinary-care,,,General Practice,
Fitchburg Veterinary Hospital,https://fitchburgvet.com/,+1 608-271-4212,"6249 Nesbitt Rd, Fitchburg, WI 53719",Fitchburg,53719,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.010005,-89.4779398,4.7,572,"https://search.google.com/local/reviews?placeid=ChIJJVarkfmxB4gReaL2QE6AVNM&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npNUxUd7ZtZwCnBc8jXAwj6_xjtj4SZR5xdi8yBFyOQg1M8C400DZVXggjHaqJnSuhu8mDrL56bTJWiae1ydiktDlerD8q4tc15qDYpUz3c1s9LIZYv6bRCyaWIY1y2-HsdQ9LX=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""8AM-6PM"",""Monday"":""8AM-7PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-7PM"",""Saturday"":""8AM-12PM"",""Thursday"":""8AM-7PM"",""Wednesday"":""8AM-7PM""}","Sunday,|Monday,8AM,7PM|Tuesday,8AM,7PM|Wednesday,8AM,7PM|Thursday,8AM,7PM|Friday,8AM,6PM|Saturday,8AM,12PM",Monday:8AM-7PM|Tuesday:8AM-7PM|Wednesday:8AM-7PM|Thursday:8AM-7PM|Friday:8AM-6PM|Saturday:8AM-12PM|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJJVarkfmxB4gReaL2QE6AVNM,0x8807b1f991ab5625:0xd354804e40f6a279,fitchburg-veterinary-hospital,,,General Practice,
Four Lakes Veterinary Clinic,https://fourlakesvet.com/,+1 608-819-6750,"4205 Monona Dr, Monona, WI 53716",Monona,53716,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.075598,-89.3265249,4.6,184,"https://search.google.com/local/reviews?placeid=ChIJcfxJNNlTBogRRz0nsRfDcWM&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nruDmlG1IhNJ_ggeGpta7m0BfzKxh_wFXx2NDb5xSO4VIRzVukHE6yiySQn5dsnN06xjB4GiDaMOJRY7mdtxNKoN52vI_xduUkrm642NroECTwE19fSp_9ZIrac1NWsG1q447s=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""7:30AM-5:30PM"",""Monday"":""7:30AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""7:30AM-6PM"",""Saturday"":""Closed"",""Thursday"":""7:30AM-6PM"",""Wednesday"":""7:30AM-6PM""}","Sunday,|Monday,7:30AM,6PM|Tuesday,7:30AM,6PM|Wednesday,7:30AM,6PM|Thursday,7:30AM,6PM|Friday,7:30AM,5:30PM|Saturday,",Monday:7:30AM-6PM|Tuesday:7:30AM-6PM|Wednesday:7:30AM-6PM|Thursday:7:30AM-6PM|Friday:7:30AM-5:30PM|Saturday:Closed|Sunday:Closed,,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",ChIJcfxJNNlTBogRRz0nsRfDcWM,0x880653d93449fc71:0x6371c317b1273d47,four-lakes-veterinary-clinic,,,General Practice,
